Date,Start_Hour,End_Hour,Production,Source,Day_of_Year,Day_Name,Month_Name,Season
10/30/2024,7,8,2071,Wind,304,Wednesday,October,Fall
8/18/2020,2,3,1283,Wind,231,Tuesday,August,Summer
5/23/2022,13,14,9217,Wind,143,Monday,May,Spring
4/28/2025,3,4,3069,Wind,118,Monday,April,Spring
7/9/2024,4,5,5209,Wind,191,Tuesday,July,Summer
10/20/2025,17,18,17333,Wind,293,Monday,October,Fall
3/9/2020,12,13,9648,Wind,69,Monday,March,Spring
3/14/2025,2,3,2194,Wind,73,Friday,March,Spring
9/16/2020,6,7,526,Wind,260,Wednesday,September,Fall
6/26/2023,14,15,10618,Solar,177,Monday,June,Summer
5/6/2025,14,15,8761,Wind,126,Tuesday,May,Spring
10/27/2024,3,4,1944,Wind,301,Sunday,October,Fall
9/6/2024,4,5,1511,Wind,250,Friday,September,Fall
10/18/2020,3,4,583,Wind,292,Sunday,October,Fall
8/12/2020,14,15,4536,Solar,225,Wednesday,August,Summer
7/14/2021,23,0,7745,Wind,195,Wednesday,July,Summer
1/21/2024,10,11,14443,Wind,21,Sunday,January,Winter
6/19/2024,2,3,3425,Wind,171,Wednesday,June,Summer
9/22/2024,22,23,3299,Wind,266,Sunday,September,Fall
1/6/2022,21,22,7422,Wind,6,Thursday,January,Winter
1/3/2020,10,11,9189,Wind,3,Friday,January,Winter
1/21/2023,3,4,6960,Wind,21,Saturday,January,Winter
9/4/2021,16,17,3636,Solar,247,Saturday,September,Fall
6/19/2021,14,15,4390,Solar,170,Saturday,June,Summer
4/11/2021,0,1,4255,Wind,101,Sunday,April,Spring
3/13/2021,13,14,17323,Wind,72,Saturday,March,Spring
9/15/2025,11,12,11011,Wind,258,Monday,September,Fall
5/9/2024,1,2,4350,Wind,130,Thursday,May,Spring
8/31/2024,14,15,8366,Solar,244,Saturday,August,Summer
5/22/2025,18,19,9293,Wind,142,Thursday,May,Spring
3/30/2021,15,16,5587,Solar,89,Tuesday,March,Spring
4/29/2022,21,22,4703,Wind,119,Friday,April,Spring
6/24/2025,15,16,5446,Solar,175,Tuesday,June,Summer
6/19/2022,2,3,10201,Wind,170,Sunday,June,Summer
4/1/2020,17,18,3836,Wind,92,Wednesday,April,Spring
6/8/2020,4,5,1414,Wind,160,Monday,June,Summer
11/13/2025,19,20,11859,Wind,317,Thursday,November,Fall
10/3/2023,19,20,4989,Wind,276,Tuesday,October,Fall
1/11/2023,21,22,15556,Wind,11,Wednesday,January,Winter
8/20/2024,1,2,3390,Wind,233,Tuesday,August,Summer
3/1/2020,14,15,8968,Wind,61,Sunday,March,Spring
8/14/2021,21,22,916,Wind,226,Saturday,August,Summer
12/14/2021,2,3,587,Wind,348,Tuesday,December,Winter
10/27/2024,1,2,1635,Wind,301,Sunday,October,Fall
7/30/2021,1,2,1469,Wind,211,Friday,July,Summer
4/16/2025,6,7,3691,Wind,106,Wednesday,April,Spring
10/4/2020,0,1,7366,Wind,278,Sunday,October,Fall
12/18/2022,6,7,6077,Wind,352,Sunday,December,Winter
7/9/2021,21,22,370,Wind,190,Friday,July,Summer
1/17/2022,17,18,1397,Wind,17,Monday,January,Winter
2/10/2025,1,2,3221,Wind,41,Monday,February,Winter
7/23/2023,15,16,9714,Wind,204,Sunday,July,Summer
5/1/2020,5,6,6913,Wind,122,Friday,May,Spring
5/12/2023,18,19,5556,Wind,132,Friday,May,Spring
12/21/2022,19,20,11825,Wind,355,Wednesday,December,Winter
1/4/2020,10,11,4479,Wind,4,Saturday,January,Winter
7/14/2021,17,18,8231,Wind,195,Wednesday,July,Summer
7/8/2025,21,22,2398,Wind,189,Tuesday,July,Summer
5/31/2025,1,2,837,Wind,151,Saturday,May,Spring
9/17/2025,8,9,4458,Wind,260,Wednesday,September,Fall
5/10/2022,21,22,2140,Wind,130,Tuesday,May,Spring
3/31/2023,18,19,19093,Wind,90,Friday,March,Spring
10/4/2024,23,0,2882,Wind,278,Friday,October,Fall
2/4/2021,2,3,4372,Wind,35,Thursday,February,Winter
1/3/2020,11,12,9534,Wind,3,Friday,January,Winter
8/31/2020,23,0,1614,Wind,244,Monday,August,Summer
9/8/2025,9,10,3178,Solar,251,Monday,September,Fall
11/11/2022,18,19,3699,Wind,315,Friday,November,Fall
10/21/2024,15,16,8393,Solar,295,Monday,October,Fall
7/4/2022,15,16,6170,Solar,185,Monday,July,Summer
2/1/2025,2,3,3863,Wind,32,Saturday,February,Winter
5/23/2022,12,13,8430,Wind,143,Monday,May,Spring
6/20/2025,8,9,5469,Solar,171,Friday,June,Summer
5/22/2020,13,14,6982,Solar,143,Friday,May,Spring
1/1/2022,23,0,5385,Wind,1,Saturday,January,Winter
10/29/2022,8,9,7385,Wind,302,Saturday,October,Fall
1/3/2025,22,23,3446,Wind,3,Friday,January,Winter
3/29/2021,4,5,3859,Wind,88,Monday,March,Spring
1/24/2021,13,14,9132,Wind,24,Sunday,January,Winter
10/6/2021,6,7,8232,Wind,279,Wednesday,October,Fall
11/26/2023,15,16,3911,Wind,330,Sunday,November,Fall
5/28/2022,9,10,5809,Solar,148,Saturday,May,Spring
2/5/2024,4,5,7263,Wind,36,Monday,February,Winter
1/28/2025,7,8,18356,Wind,28,Tuesday,January,Winter
2/22/2023,17,18,2037,Wind,53,Wednesday,February,Winter
2/17/2024,1,2,3267,Wind,48,Saturday,February,Winter
10/3/2022,22,23,1692,Wind,276,Monday,October,Fall
11/25/2021,17,18,2854,Wind,329,Thursday,November,Fall
2/24/2025,10,11,15434,Wind,55,Monday,February,Winter
11/20/2021,8,9,1106,Wind,324,Saturday,November,Fall
8/20/2025,2,3,2739,Wind,232,Wednesday,August,Summer
11/14/2020,18,19,10406,Wind,319,Saturday,November,Fall
7/23/2025,16,17,6403,Solar,204,Wednesday,July,Summer
9/29/2021,20,21,3738,Wind,272,Wednesday,September,Fall
1/23/2024,20,21,17177,Wind,23,Tuesday,January,Winter
4/10/2025,11,12,11510,Solar,100,Thursday,April,Spring
12/24/2024,0,1,4716,Wind,359,Tuesday,December,Winter
8/15/2025,15,16,10700,Solar,227,Friday,August,Summer
6/3/2024,8,9,3377,Solar,155,Monday,June,Summer
1/10/2025,0,1,4208,Wind,10,Friday,January,Winter
5/28/2020,7,8,3834,Wind,149,Thursday,May,Spring
2/2/2024,6,7,5384,Wind,33,Friday,February,Winter
4/15/2021,1,2,5298,Wind,105,Thursday,April,Spring
7/16/2023,1,2,10971,Wind,197,Sunday,July,Summer
7/4/2022,0,1,3402,Wind,185,Monday,July,Summer
12/15/2022,18,19,8325,Wind,349,Thursday,December,Winter
5/31/2020,13,14,8072,Wind,152,Sunday,May,Spring
11/8/2020,9,10,3896,Wind,313,Sunday,November,Fall
7/25/2021,10,11,5701,Wind,206,Sunday,July,Summer
2/15/2020,17,18,10164,Wind,46,Saturday,February,Winter
5/22/2023,20,21,4807,Wind,142,Monday,May,Spring
6/20/2024,21,22,2123,Wind,172,Thursday,June,Summer
1/24/2022,7,8,3018,Wind,24,Monday,January,Winter
8/30/2021,23,0,4985,Wind,242,Monday,August,Summer
10/7/2021,14,15,5955,Solar,280,Thursday,October,Fall
6/18/2020,14,15,5121,Solar,170,Thursday,June,Summer
2/17/2020,5,6,6130,Wind,48,Monday,February,Winter
3/30/2020,1,2,11994,Wind,90,Monday,March,Spring
7/3/2025,8,9,5437,Wind,184,Thursday,July,Summer
12/10/2021,16,17,13856,Wind,344,Friday,December,Winter
3/8/2023,11,12,15972,Wind,67,Wednesday,March,Spring
7/31/2025,19,20,6732,Wind,212,Thursday,July,Summer
5/27/2023,0,1,8791,Wind,147,Saturday,May,Spring
10/29/2023,5,6,14125,Wind,302,Sunday,October,Fall
4/21/2024,8,9,7076,Wind,112,Sunday,April,Spring
11/30/2025,8,9,4801,Wind,334,Sunday,November,Fall
1/23/2022,19,20,4009,Wind,23,Sunday,January,Winter
12/10/2024,3,4,9960,Wind,345,Tuesday,December,Winter
7/16/2022,13,14,8810,Solar,197,Saturday,July,Summer
8/23/2020,15,16,8621,Wind,236,Sunday,August,Summer
10/20/2021,10,11,13349,Wind,293,Wednesday,October,Fall
5/5/2023,12,13,8234,Solar,125,Friday,May,Spring
5/28/2020,13,14,7312,Solar,149,Thursday,May,Spring
12/23/2022,8,9,9829,Wind,357,Friday,December,Winter
9/10/2025,16,17,6743,Wind,253,Wednesday,September,Fall
1/1/2023,22,23,12955,Wind,1,Sunday,January,Winter
5/30/2024,23,0,5756,Wind,151,Thursday,May,Spring
11/7/2024,17,18,2897,Wind,312,Thursday,November,Fall
6/30/2024,19,20,4150,Wind,182,Sunday,June,Summer
7/26/2020,2,3,4286,Wind,208,Sunday,July,Summer
11/1/2024,2,3,695,Wind,306,Friday,November,Fall
4/5/2024,3,4,8961,Wind,96,Friday,April,Spring
11/16/2020,18,19,4496,Wind,321,Monday,November,Fall
12/15/2022,13,14,6526,Wind,349,Thursday,December,Winter
10/12/2021,11,12,5020,Solar,285,Tuesday,October,Fall
6/25/2020,4,5,3496,Wind,177,Thursday,June,Summer
6/21/2023,18,19,2516,Solar,172,Wednesday,June,Summer
4/17/2025,16,17,7819,Solar,107,Thursday,April,Spring
3/7/2024,22,23,12265,Wind,67,Thursday,March,Spring
8/1/2025,21,22,4475,Wind,213,Friday,August,Summer
9/13/2025,12,13,13818,Wind,256,Saturday,September,Fall
7/8/2025,7,8,6101,Wind,189,Tuesday,July,Summer
3/14/2023,7,8,16522,Wind,73,Tuesday,March,Spring
7/17/2023,0,1,3144,Wind,198,Monday,July,Summer
7/24/2023,21,22,3610,Wind,205,Monday,July,Summer
5/1/2022,15,16,6259,Solar,121,Sunday,May,Spring
10/16/2021,1,2,1687,Wind,289,Saturday,October,Fall
7/19/2020,1,2,1362,Wind,201,Sunday,July,Summer
9/22/2024,8,9,3775,Wind,266,Sunday,September,Fall
7/27/2021,6,7,1578,Wind,208,Tuesday,July,Summer
1/23/2020,2,3,6707,Wind,23,Thursday,January,Winter
7/7/2023,11,12,8342,Solar,188,Friday,July,Summer
1/23/2022,9,10,3207,Wind,23,Sunday,January,Winter
5/2/2020,9,10,4667,Wind,123,Saturday,May,Spring
6/22/2022,2,3,3806,Wind,173,Wednesday,June,Summer
8/15/2024,1,2,1851,Wind,228,Thursday,August,Summer
10/4/2021,17,18,6267,Wind,277,Monday,October,Fall
1/21/2023,14,15,10389,Wind,21,Saturday,January,Winter
10/5/2021,16,17,12707,Wind,278,Tuesday,October,Fall
4/8/2025,22,23,5079,Wind,98,Tuesday,April,Spring
8/16/2021,6,7,4749,Wind,228,Monday,August,Summer
1/18/2020,5,6,4645,Wind,18,Saturday,January,Winter
8/16/2021,7,8,5046,Wind,228,Monday,August,Summer
1/5/2025,18,19,18488,Wind,5,Sunday,January,Winter
10/25/2020,5,6,7800,Wind,299,Sunday,October,Fall
6/11/2022,11,12,5797,Solar,162,Saturday,June,Summer
5/9/2024,6,7,3436,Wind,130,Thursday,May,Spring
7/7/2024,20,21,3000,Wind,189,Sunday,July,Summer
7/11/2023,14,15,9794,Solar,192,Tuesday,July,Summer
6/16/2020,21,22,1450,Wind,168,Tuesday,June,Summer
10/22/2022,12,13,6219,Solar,295,Saturday,October,Fall
6/22/2022,13,14,5622,Solar,173,Wednesday,June,Summer
6/12/2020,18,19,4969,Wind,164,Friday,June,Summer
3/29/2024,11,12,13290,Wind,89,Friday,March,Spring
12/27/2020,12,13,13159,Wind,362,Sunday,December,Winter
7/1/2021,14,15,5041,Solar,182,Thursday,July,Summer
8/4/2025,3,4,3303,Wind,216,Monday,August,Summer
12/2/2021,19,20,4964,Wind,336,Thursday,December,Winter
4/24/2023,14,15,10534,Wind,114,Monday,April,Spring
9/15/2022,23,0,2156,Wind,258,Thursday,September,Fall
12/12/2022,6,7,1038,Wind,346,Monday,December,Winter
12/11/2022,6,7,2415,Wind,345,Sunday,December,Winter
5/30/2021,23,0,5191,Wind,150,Sunday,May,Spring
6/7/2022,20,21,3487,Wind,158,Tuesday,June,Summer
12/20/2021,23,0,3377,Wind,354,Monday,December,Winter
10/26/2025,1,2,10453,Wind,299,Sunday,October,Fall
4/2/2023,8,9,10121,Wind,92,Sunday,April,Spring
4/26/2020,20,21,466,Wind,117,Sunday,April,Spring
4/19/2021,9,10,2735,Solar,109,Monday,April,Spring
3/1/2021,8,9,5349,Wind,60,Monday,March,Spring
8/26/2023,17,18,5041,Wind,238,Saturday,August,Summer
9/23/2024,8,9,4634,Wind,267,Monday,September,Fall
3/21/2023,16,17,8241,Wind,80,Tuesday,March,Spring
7/29/2020,11,12,3483,Solar,211,Wednesday,July,Summer
11/14/2024,0,1,4003,Wind,319,Thursday,November,Fall
8/5/2020,2,3,1003,Wind,218,Wednesday,August,Summer
7/15/2020,8,9,1905,Wind,197,Wednesday,July,Summer
4/24/2023,5,6,8273,Wind,114,Monday,April,Spring
6/13/2020,8,9,2926,Wind,165,Saturday,June,Summer
1/4/2020,18,19,2983,Wind,4,Saturday,January,Winter
6/25/2024,6,7,3497,Wind,177,Tuesday,June,Summer
1/12/2022,14,15,4731,Solar,12,Wednesday,January,Winter
8/19/2025,21,22,3579,Wind,231,Tuesday,August,Summer
6/28/2020,0,1,4765,Wind,180,Sunday,June,Summer
3/8/2025,6,7,10878,Wind,67,Saturday,March,Spring
9/6/2024,6,7,2426,Wind,250,Friday,September,Fall
5/31/2024,12,13,11737,Wind,152,Friday,May,Spring
6/1/2020,17,18,4261,Wind,153,Monday,June,Summer
11/2/2020,12,13,13394,Wind,307,Monday,November,Fall
4/11/2023,12,13,9998,Wind,101,Tuesday,April,Spring
3/1/2021,1,2,5776,Wind,60,Monday,March,Spring
2/24/2020,18,19,10814,Wind,55,Monday,February,Winter
9/15/2025,2,3,9831,Wind,258,Monday,September,Fall
5/23/2023,18,19,10411,Wind,143,Tuesday,May,Spring
3/4/2021,21,22,3114,Wind,63,Thursday,March,Spring
3/20/2022,6,7,4720,Wind,79,Sunday,March,Spring
6/21/2025,14,15,9972,Solar,172,Saturday,June,Summer
8/12/2023,4,5,1660,Wind,224,Saturday,August,Summer
2/11/2021,14,15,8606,Wind,42,Thursday,February,Winter
12/16/2020,8,9,6819,Wind,351,Wednesday,December,Winter
1/23/2022,10,11,4428,Wind,23,Sunday,January,Winter
8/22/2021,23,0,2991,Wind,234,Sunday,August,Summer
10/27/2024,14,15,3213,Solar,301,Sunday,October,Fall
9/8/2025,12,13,6498,Solar,251,Monday,September,Fall
2/27/2024,1,2,13652,Wind,58,Tuesday,February,Winter
2/2/2025,19,20,1296,Wind,33,Sunday,February,Winter
11/19/2022,8,9,2689,Wind,323,Saturday,November,Fall
1/10/2023,19,20,14924,Wind,10,Tuesday,January,Winter
12/26/2021,10,11,4021,Wind,360,Sunday,December,Winter
7/26/2021,17,18,6326,Wind,207,Monday,July,Summer
7/10/2023,8,9,2252,Solar,191,Monday,July,Summer
3/18/2022,1,2,6520,Wind,77,Friday,March,Spring
3/26/2024,6,7,4088,Wind,86,Tuesday,March,Spring
12/25/2021,10,11,1761,Wind,359,Saturday,December,Winter
3/9/2025,4,5,9371,Wind,68,Sunday,March,Spring
11/21/2025,22,23,3561,Wind,325,Friday,November,Fall
8/28/2024,11,12,8271,Solar,241,Wednesday,August,Summer
4/9/2022,7,8,3140,Wind,99,Saturday,April,Spring
8/27/2025,13,14,9935,Wind,239,Wednesday,August,Summer
7/24/2024,14,15,8396,Solar,206,Wednesday,July,Summer
12/1/2021,3,4,13696,Wind,335,Wednesday,December,Winter
10/2/2022,14,15,11081,Wind,275,Sunday,October,Fall
6/2/2021,18,19,5123,Wind,153,Wednesday,June,Summer
8/25/2025,0,1,4994,Wind,237,Monday,August,Summer
6/21/2025,10,11,7971,Solar,172,Saturday,June,Summer
6/20/2023,23,0,1043,Wind,171,Tuesday,June,Summer
8/9/2022,11,12,9212,Solar,221,Tuesday,August,Summer
5/7/2024,0,1,2917,Wind,128,Tuesday,May,Spring
2/20/2023,0,1,3125,Wind,51,Monday,February,Winter
10/17/2023,7,8,7154,Wind,290,Tuesday,October,Fall
12/18/2020,4,5,5875,Wind,353,Friday,December,Winter
5/29/2020,16,17,7583,Wind,150,Friday,May,Spring
8/14/2023,14,15,9682,Solar,226,Monday,August,Summer
5/4/2021,15,16,14449,Wind,124,Tuesday,May,Spring
3/1/2021,9,10,5489,Wind,60,Monday,March,Spring
2/4/2025,17,18,4150,Wind,35,Tuesday,February,Winter
5/20/2023,16,17,9396,Wind,140,Saturday,May,Spring
2/20/2021,6,7,11021,Wind,51,Saturday,February,Winter
6/8/2023,23,0,4890,Wind,159,Thursday,June,Summer
8/11/2021,8,9,1398,Solar,223,Wednesday,August,Summer
4/16/2022,1,2,5425,Wind,106,Saturday,April,Spring
2/22/2020,15,16,11215,Wind,53,Saturday,February,Winter
9/20/2020,5,6,1430,Wind,264,Sunday,September,Fall
7/26/2025,16,17,12297,Solar,207,Saturday,July,Summer
7/7/2020,16,17,4966,Solar,189,Tuesday,July,Summer
10/14/2024,7,8,4181,Wind,288,Monday,October,Fall
1/10/2021,12,13,4787,Wind,10,Sunday,January,Winter
5/26/2020,13,14,7674,Solar,147,Tuesday,May,Spring
6/11/2022,10,11,4978,Solar,162,Saturday,June,Summer
11/15/2021,3,4,3192,Wind,319,Monday,November,Fall
2/17/2024,2,3,2933,Wind,48,Saturday,February,Winter
8/4/2021,20,21,1904,Wind,216,Wednesday,August,Summer
2/24/2022,4,5,4560,Wind,55,Thursday,February,Winter
4/25/2021,16,17,10672,Wind,115,Sunday,April,Spring
10/10/2022,15,16,4814,Solar,283,Monday,October,Fall
6/7/2020,13,14,4010,Solar,159,Sunday,June,Summer
3/20/2023,21,22,1961,Wind,79,Monday,March,Spring
4/16/2022,19,20,6468,Wind,106,Saturday,April,Spring
2/21/2023,19,20,1282,Wind,52,Tuesday,February,Winter
9/16/2025,10,11,13417,Wind,259,Tuesday,September,Fall
10/15/2025,11,12,8271,Solar,288,Wednesday,October,Fall
4/30/2022,2,3,4404,Wind,120,Saturday,April,Spring
3/16/2023,13,14,12494,Wind,75,Thursday,March,Spring
6/18/2020,13,14,4693,Solar,170,Thursday,June,Summer
5/13/2022,11,12,5938,Solar,133,Friday,May,Spring
11/5/2020,11,12,6089,Wind,310,Thursday,November,Fall
4/29/2025,15,16,6311,Solar,119,Tuesday,April,Spring
5/4/2023,23,0,3643,Wind,124,Thursday,May,Spring
11/17/2025,0,1,5025,Wind,321,Monday,November,Fall
7/1/2021,5,6,651,Wind,182,Thursday,July,Summer
3/15/2023,11,12,6484,Solar,74,Wednesday,March,Spring
9/15/2023,10,11,5974,Solar,258,Friday,September,Fall
12/22/2023,23,0,13587,Wind,356,Friday,December,Winter
3/22/2021,4,5,4054,Wind,81,Monday,March,Spring
12/12/2022,22,23,6733,Wind,346,Monday,December,Winter
9/3/2023,11,12,7094,Solar,246,Sunday,September,Fall
11/9/2021,0,1,1819,Wind,313,Tuesday,November,Fall
1/17/2021,12,13,7552,Wind,17,Sunday,January,Winter
6/21/2023,7,8,1637,Wind,172,Wednesday,June,Summer
5/20/2021,18,19,9869,Wind,140,Thursday,May,Spring
4/16/2021,7,8,4456,Wind,106,Friday,April,Spring
12/17/2022,9,10,3658,Wind,351,Saturday,December,Winter
5/8/2022,6,7,3605,Wind,128,Sunday,May,Spring
12/22/2022,12,13,14188,Wind,356,Thursday,December,Winter
7/11/2021,19,20,1524,Solar,192,Sunday,July,Summer
1/27/2020,23,0,11841,Wind,27,Monday,January,Winter
6/15/2020,14,15,5662,Solar,167,Monday,June,Summer
1/17/2020,19,20,7060,Wind,17,Friday,January,Winter
8/8/2025,21,22,1377,Wind,220,Friday,August,Summer
12/22/2023,3,4,16098,Wind,356,Friday,December,Winter
10/22/2025,14,15,7599,Solar,295,Wednesday,October,Fall
5/21/2023,11,12,5316,Wind,141,Sunday,May,Spring
6/14/2025,23,0,2727,Wind,165,Saturday,June,Summer
7/7/2025,8,9,7413,Wind,188,Monday,July,Summer
1/9/2024,13,14,7152,Wind,9,Tuesday,January,Winter
1/21/2021,5,6,11117,Wind,21,Thursday,January,Winter
3/28/2024,0,1,14268,Wind,88,Thursday,March,Spring
3/24/2024,9,10,14489,Wind,84,Sunday,March,Spring
5/11/2022,7,8,3997,Wind,131,Wednesday,May,Spring
6/20/2021,19,20,3126,Wind,171,Sunday,June,Summer
12/23/2020,13,14,11166,Wind,358,Wednesday,December,Winter
4/14/2024,11,12,3777,Solar,105,Sunday,April,Spring
10/17/2025,1,2,5705,Wind,290,Friday,October,Fall
8/24/2023,5,6,3806,Wind,236,Thursday,August,Summer
10/5/2022,22,23,6523,Wind,278,Wednesday,October,Fall
3/4/2025,22,23,2922,Wind,63,Tuesday,March,Spring
6/15/2021,1,2,2375,Wind,166,Tuesday,June,Summer
6/27/2020,14,15,11830,Wind,179,Saturday,June,Summer
1/22/2020,23,0,6702,Wind,22,Wednesday,January,Winter
9/1/2023,0,1,4962,Wind,244,Friday,September,Fall
7/27/2024,7,8,942,Wind,209,Saturday,July,Summer
9/12/2024,13,14,11222,Solar,256,Thursday,September,Fall
9/5/2022,22,23,5367,Wind,248,Monday,September,Fall
6/22/2022,19,20,2962,Wind,173,Wednesday,June,Summer
9/6/2023,7,8,2356,Wind,249,Wednesday,September,Fall
8/26/2020,23,0,1950,Wind,239,Wednesday,August,Summer
2/19/2021,6,7,4981,Wind,50,Friday,February,Winter
6/14/2022,14,15,6715,Solar,165,Tuesday,June,Summer
2/22/2020,13,14,12629,Wind,53,Saturday,February,Winter
9/14/2022,11,12,5082,Solar,257,Wednesday,September,Fall
6/15/2024,13,14,11056,Wind,167,Saturday,June,Summer
1/1/2023,7,8,9266,Wind,1,Sunday,January,Winter
9/5/2021,17,18,2963,Solar,248,Sunday,September,Fall
11/24/2023,23,0,9503,Wind,328,Friday,November,Fall
5/26/2024,0,1,3450,Wind,147,Sunday,May,Spring
9/23/2025,4,5,4925,Wind,266,Tuesday,September,Fall
8/28/2022,5,6,3796,Wind,240,Sunday,August,Summer
11/17/2023,4,5,4902,Wind,321,Friday,November,Fall
12/15/2024,12,13,9874,Wind,350,Sunday,December,Winter
8/22/2020,17,18,10771,Wind,235,Saturday,August,Summer
10/3/2020,2,3,2954,Wind,277,Saturday,October,Fall
6/4/2024,22,23,4507,Wind,156,Tuesday,June,Summer
5/3/2024,15,16,10504,Solar,124,Friday,May,Spring
2/6/2020,11,12,4762,Solar,37,Thursday,February,Winter
1/19/2025,3,4,931,Wind,19,Sunday,January,Winter
7/6/2021,15,16,11191,Wind,187,Tuesday,July,Summer
8/12/2020,11,12,3755,Solar,225,Wednesday,August,Summer
2/3/2024,12,13,7803,Wind,34,Saturday,February,Winter
10/7/2025,9,10,3821,Solar,280,Tuesday,October,Fall
10/19/2024,13,14,10146,Wind,293,Saturday,October,Fall
10/28/2025,3,4,11254,Wind,301,Tuesday,October,Fall
8/11/2021,21,22,438,Wind,223,Wednesday,August,Summer
2/5/2024,22,23,8550,Wind,36,Monday,February,Winter
9/28/2022,23,0,2524,Wind,271,Wednesday,September,Fall
12/18/2024,8,9,15129,Wind,353,Wednesday,December,Winter
2/6/2022,2,3,13175,Wind,37,Sunday,February,Winter
10/12/2022,8,9,584,Wind,285,Wednesday,October,Fall
7/26/2022,21,22,2482,Wind,207,Tuesday,July,Summer
5/28/2021,14,15,5503,Solar,148,Friday,May,Spring
9/13/2023,19,20,1538,Wind,256,Wednesday,September,Fall
10/29/2025,11,12,7794,Wind,302,Wednesday,October,Fall
7/2/2024,13,14,8030,Solar,184,Tuesday,July,Summer
12/4/2024,23,0,6973,Wind,339,Wednesday,December,Winter
4/14/2021,1,2,4020,Wind,104,Wednesday,April,Spring
2/4/2023,10,11,4372,Solar,35,Saturday,February,Winter
9/17/2023,3,4,2904,Wind,260,Sunday,September,Fall
4/19/2023,4,5,7469,Wind,109,Wednesday,April,Spring
5/29/2021,3,4,2960,Wind,149,Saturday,May,Spring
5/5/2025,9,10,12112,Wind,125,Monday,May,Spring
6/22/2024,0,1,4950,Wind,174,Saturday,June,Summer
5/9/2020,18,19,2119,Wind,130,Saturday,May,Spring
3/27/2025,18,19,3241,Wind,86,Thursday,March,Spring
3/5/2022,7,8,2368,Wind,64,Saturday,March,Spring
5/15/2020,2,3,7692,Wind,136,Friday,May,Spring
10/15/2022,9,10,11169,Wind,288,Saturday,October,Fall
7/5/2023,5,6,9980,Wind,186,Wednesday,July,Summer
3/18/2022,9,10,9550,Wind,77,Friday,March,Spring
1/15/2022,11,12,3590,Solar,15,Saturday,January,Winter
10/21/2022,12,13,8623,Wind,294,Friday,October,Fall
10/1/2021,18,19,5384,Wind,274,Friday,October,Fall
9/15/2023,16,17,6137,Solar,258,Friday,September,Fall
5/18/2022,6,7,1431,Wind,138,Wednesday,May,Spring
1/26/2025,7,8,10617,Wind,26,Sunday,January,Winter
4/6/2021,4,5,4973,Wind,96,Tuesday,April,Spring
6/5/2024,15,16,8338,Solar,157,Wednesday,June,Summer
5/27/2023,16,17,7001,Solar,147,Saturday,May,Spring
10/7/2023,14,15,8412,Solar,280,Saturday,October,Fall
6/19/2025,23,0,6656,Wind,170,Thursday,June,Summer
7/14/2020,16,17,5502,Solar,196,Tuesday,July,Summer
1/30/2025,9,10,6843,Wind,30,Thursday,January,Winter
4/18/2020,10,11,2403,Solar,109,Saturday,April,Spring
5/1/2020,20,21,7607,Wind,122,Friday,May,Spring
12/17/2024,7,8,2584,Wind,352,Tuesday,December,Winter
10/20/2021,2,3,11312,Wind,293,Wednesday,October,Fall
1/19/2025,13,14,4287,Solar,19,Sunday,January,Winter
1/19/2020,12,13,7168,Wind,19,Sunday,January,Winter
4/3/2022,12,13,8072,Wind,93,Sunday,April,Spring
11/26/2022,16,17,4098,Wind,330,Saturday,November,Fall
4/6/2024,11,12,11113,Wind,97,Saturday,April,Spring
6/29/2024,9,10,4606,Wind,181,Saturday,June,Summer
6/21/2022,13,14,4725,Solar,172,Tuesday,June,Summer
5/24/2021,7,8,7606,Wind,144,Monday,May,Spring
7/19/2025,22,23,3591,Wind,200,Saturday,July,Summer
1/24/2023,6,7,7138,Wind,24,Tuesday,January,Winter
1/5/2023,5,6,8718,Wind,5,Thursday,January,Winter
3/31/2024,15,16,12871,Wind,91,Sunday,March,Spring
10/20/2021,4,5,10723,Wind,293,Wednesday,October,Fall
10/8/2020,16,17,10734,Wind,282,Thursday,October,Fall
11/22/2025,4,5,4238,Wind,326,Saturday,November,Fall
2/9/2021,7,8,1690,Wind,40,Tuesday,February,Winter
12/11/2022,4,5,2435,Wind,345,Sunday,December,Winter
10/2/2022,10,11,8595,Wind,275,Sunday,October,Fall
12/11/2021,21,22,4734,Wind,345,Saturday,December,Winter
1/29/2025,19,20,7676,Wind,29,Wednesday,January,Winter
10/17/2024,16,17,3148,Wind,291,Thursday,October,Fall
2/15/2020,10,11,9345,Wind,46,Saturday,February,Winter
8/30/2021,17,18,7498,Wind,242,Monday,August,Summer
12/1/2022,2,3,3707,Wind,335,Thursday,December,Winter
9/24/2023,23,0,6907,Wind,267,Sunday,September,Fall
1/29/2020,5,6,8170,Wind,29,Wednesday,January,Winter
6/27/2025,0,1,3718,Wind,178,Friday,June,Summer
3/23/2020,20,21,7815,Wind,83,Monday,March,Spring
6/3/2024,11,12,6838,Solar,155,Monday,June,Summer
6/3/2020,21,22,4054,Wind,155,Wednesday,June,Summer
3/15/2024,22,23,11551,Wind,75,Friday,March,Spring
5/6/2020,1,2,2902,Wind,127,Wednesday,May,Spring
6/20/2022,8,9,4120,Wind,171,Monday,June,Summer
8/4/2022,8,9,2352,Wind,216,Thursday,August,Summer
6/5/2025,2,3,3520,Wind,156,Thursday,June,Summer
5/22/2024,21,22,3246,Wind,143,Wednesday,May,Spring
